2026-02-11T08:53:03Z,10.20.44.33,cdn.cloudflareedge-storage.com,A,172.66.40.33
2026-02-11T08:53:35Z,10.77.41.23,scanner.lab.local,A,198.18.20.14
2026-02-11T08:53:50Z,10.77.41.23,updates.microsoft.com,A,13.107.4.50
2026-02-11T09:04:06Z,10.20.44.33,officecdn.microsoft.com,A,151.101.2.132
2026-02-11T09:05:01Z,10.20.51.9,ocsp.digicert.com,A,198.18.20.14
2026-02-11T09:09:22Z,10.20.51.9,45.77.91.12.in-addr.arpa,PTR,
2026-02-11T09:11:11Z,10.20.44.10,assets.nstarbio.example,A,52.100.2.3
2026-02-11T09:12:06Z,10.20.51.9,kubernetes.default.svc.cluster.local,A,10.3.0.1
2026-02-11T09:12:42Z,10.77.41.23,ocsp.digicert.com,A,198.18.20.14
2026-02-11T09:16:47Z,10.20.51.9,officecdn.microsoft.com,A,198.18.20.14
2026-02-11T09:17:18Z,10.20.44.10,updates.microsoft.com,A,151.101.2.132
2026-02-11T09:18:11Z,10.20.44.22,updates.microsoft.com,A,13.107.4.50
2026-02-11T09:18:52Z,10.20.44.33,ocsp.digicert.com,A,13.107.4.50
2026-02-11T09:20:19Z,10.20.44.33,ocsp.digicert.com,A,52.100.2.3
2026-02-11T09:24:03Z,10.77.41.23,assets.nstarbio.example,A,198.18.20.14
2026-02-11T09:26:04Z,10.20.51.9,ocsp.digicert.com,A,52.100.2.3
2026-02-11T09:29:52Z,10.77.41.23,repo.internal.local,A,10.3.2.5
2026-02-11T09:38:34Z,10.77.41.23,repo.internal.local,A,13.107.4.50
2026-02-11T09:39:34Z,10.20.44.10,repo.internal.local,A,52.100.2.3
2026-02-11T09:40:02Z,10.20.44.33,repo.internal.local,A,13.107.4.50
2026-02-11T09:41:12Z,10.20.44.33,repo.internal.local,A,198.18.20.14
2026-02-11T09:42:11Z,10.77.41.23,repo.internal.local,A,52.100.2.3
2026-02-11T09:47:12Z,10.20.44.33,ocsp.digicert.com,A,52.100.2.3
2026-02-11T09:47:35Z,10.20.44.10,scanner.lab.local,A,13.107.4.50
2026-02-11T09:51:11Z,10.20.44.33,assets.nstarbio.example,A,151.101.2.132
2026-02-11T09:55:15Z,10.20.44.22,ocsp.digicert.com,A,10.3.2.5
2026-02-11T09:56:43Z,10.20.44.10,ocsp.digicert.com,A,198.18.20.14
2026-02-11T09:57:15Z,10.20.44.33,officecdn.microsoft.com,A,10.3.2.5
2026-02-11T09:58:56Z,10.77.41.23,repo.internal.local,A,52.100.2.3
2026-02-11T10:01:33Z,10.20.44.33,assets.nstarbio.example,A,10.3.2.5
2026-02-11T10:01:45Z,10.77.41.23,ocsp.digicert.com,A,10.3.2.5
2026-02-11T10:03:19Z,10.20.44.33,officecdn.microsoft.com,A,198.18.20.14
2026-02-11T10:04:13Z,10.20.44.22,assets.nstarbio.example,A,10.3.2.5
2026-02-11T10:07:27Z,10.20.44.33,assets.nstarbio.example,A,151.101.2.132
2026-02-11T10:08:09Z,10.20.44.10,scanner.lab.local,A,198.18.20.14
2026-02-11T10:10:49Z,10.20.44.33,scanner.lab.local,A,52.100.2.3
2026-02-11T10:13:10Z,10.20.44.10,scanner.lab.local,A,52.100.2.3
2026-02-11T10:15:36Z,10.20.51.9,updates.microsoft.com,A,13.107.4.50
2026-02-11T10:17:08Z,10.20.44.33,updates.microsoft.com,A,52.100.2.3
2026-02-11T10:17:14Z,10.77.41.23,updates.microsoft.com,A,151.101.2.132
2026-02-11T10:18:37Z,10.20.44.10,officecdn.microsoft.com,A,52.100.2.3
2026-02-11T10:18:40Z,10.20.51.9,updates.microsoft.com,A,52.100.2.3
2026-02-11T10:24:58Z,10.20.44.33,officecdn.microsoft.com,A,151.101.2.132
2026-02-11T10:27:52Z,10.77.41.23,ocsp.digicert.com,A,10.3.2.5
2026-02-11T10:28:54Z,10.77.41.23,scanner.lab.local,A,151.101.2.132
2026-02-11T10:29:01Z,10.20.44.22,updates.microsoft.com,A,52.100.2.3
2026-02-11T10:30:03Z,10.77.41.23,officecdn.microsoft.com,A,10.3.2.5
2026-02-11T10:31:43Z,10.20.44.10,ocsp.digicert.com,A,151.101.2.132
2026-02-11T10:32:57Z,10.77.41.23,ocsp.digicert.com,A,151.101.2.132
2026-02-11T10:38:35Z,10.20.44.10,updates.microsoft.com,A,52.100.2.3
2026-02-11T10:39:08Z,10.20.44.10,updates.microsoft.com,A,198.18.20.14
2026-02-11T10:39:58Z,10.20.51.9,ocsp.digicert.com,A,198.18.20.14
2026-02-11T10:42:21Z,10.20.44.22,assets.nstarbio.example,A,10.3.2.5
2026-02-11T10:46:38Z,10.20.44.33,repo.internal.local,A,52.100.2.3
2026-02-11T10:47:51Z,10.20.51.9,scanner.lab.local,A,10.3.2.5
2026-02-11T10:48:02Z,10.20.44.33,scanner.lab.local,A,52.100.2.3
2026-02-11T10:52:23Z,10.77.41.23,assets.nstarbio.example,A,13.107.4.50
2026-02-11T10:52:34Z,10.77.41.23,ocsp.digicert.com,A,10.3.2.5
2026-02-11T10:56:15Z,10.20.44.22,repo.internal.local,A,10.3.2.5
2026-02-11T10:57:02Z,10.20.44.33,repo.internal.local,A,151.101.2.132
2026-02-11T10:59:42Z,10.20.51.9,officecdn.microsoft.com,A,10.3.2.5
2026-02-11T11:04:17Z,10.20.44.22,scanner.lab.local,A,198.18.20.14
2026-02-11T11:10:18Z,10.20.44.33,scanner.lab.local,A,52.100.2.3
2026-02-11T11:13:55Z,10.20.44.10,recoveryhelpdesk.top,A,198.51.100.77
2026-02-11T11:15:29Z,10.20.51.9,assets.nstarbio.example,A,10.3.2.5
2026-02-11T11:19:02Z,10.20.51.9,scanner.lab.local,A,13.107.4.50
2026-02-11T11:19:14Z,10.20.44.10,assets.nstarbio.example,A,10.3.2.5
2026-02-11T11:21:08Z,10.20.44.33,repo.internal.local,A,13.107.4.50
2026-02-11T11:28:55Z,10.20.44.10,assets.nstarbio.example,A,151.101.2.132
2026-02-11T11:29:18Z,10.20.44.10,repo.internal.local,A,10.3.2.5
2026-02-11T11:31:39Z,10.20.51.9,repo.internal.local,A,151.101.2.132
2026-02-11T11:34:09Z,10.20.44.10,ocsp.digicert.com,A,198.18.20.14
2026-02-11T11:35:49Z,10.20.44.22,officecdn.microsoft.com,A,13.107.4.50
2026-02-11T11:37:05Z,10.20.44.33,assets.nstarbio.example,A,13.107.4.50
2026-02-11T11:37:56Z,10.20.44.33,updates.microsoft.com,A,13.107.4.50
2026-02-11T11:41:05Z,10.20.44.10,assets.nstarbio.example,A,198.18.20.14
2026-02-11T11:41:52Z,10.20.44.33,officecdn.microsoft.com,A,52.100.2.3
2026-02-11T11:44:31Z,10.20.51.9,repo.internal.local,A,151.101.2.132
2026-02-11T11:44:34Z,10.20.44.22,updates.microsoft.com,A,10.3.2.5
2026-02-11T11:45:07Z,10.20.44.33,updates.microsoft.com,A,151.101.2.132
2026-02-11T11:50:27Z,10.77.41.23,officecdn.microsoft.com,A,13.107.4.50
2026-02-11T11:50:28Z,10.20.44.22,updates.microsoft.com,A,13.107.4.50
2026-02-11T11:53:36Z,10.20.51.9,officecdn.microsoft.com,A,10.3.2.5
2026-02-11T11:58:27Z,10.20.44.33,assets.nstarbio.example,A,198.18.20.14
2026-02-11T11:59:19Z,10.20.44.22,officecdn.microsoft.com,A,13.107.4.50
2026-02-11T12:00:00Z,10.20.51.9,updates.microsoft.com,A,10.3.2.5
2026-02-11T12:00:26Z,10.20.51.9,ocsp.digicert.com,A,13.107.4.50
2026-02-11T12:05:04Z,10.20.44.33,updates.microsoft.com,A,151.101.2.132
2026-02-11T12:07:12Z,10.20.44.33,updates.microsoft.com,A,151.101.2.132
2026-02-11T12:08:29Z,10.20.44.10,repo.internal.local,A,198.18.20.14
2026-02-11T12:08:42Z,10.20.44.10,officecdn.microsoft.com,A,198.18.20.14
2026-02-11T12:09:07Z,10.20.51.9,assets.nstarbio.example,A,52.100.2.3
2026-02-11T12:10:31Z,10.77.41.23,repo.internal.local,A,52.100.2.3
2026-02-11T12:12:09Z,10.77.41.23,ocsp.digicert.com,A,52.100.2.3
2026-02-11T12:16:42Z,10.20.44.22,ocsp.digicert.com,A,10.3.2.5
2026-02-11T12:17:32Z,10.20.44.10,assets.nstarbio.example,A,151.101.2.132
2026-02-11T12:26:08Z,10.20.44.10,assets.nstarbio.example,A,10.3.2.5
2026-02-11T12:29:49Z,10.20.44.22,officecdn.microsoft.com,A,198.18.20.14
2026-02-11T12:30:12Z,10.20.44.33,assets.nstarbio.example,A,13.107.4.50
2026-02-11T12:30:16Z,10.20.44.33,updates.microsoft.com,A,10.3.2.5
2026-02-11T12:32:26Z,10.20.44.22,assets.nstarbio.example,A,52.100.2.3
2026-02-11T12:35:32Z,10.20.44.33,repo.internal.local,A,13.107.4.50
2026-02-11T12:36:58Z,10.20.51.9,repo.internal.local,A,52.100.2.3
2026-02-11T12:41:23Z,10.20.51.9,officecdn.microsoft.com,A,13.107.4.50
2026-02-11T12:42:28Z,10.20.44.22,ocsp.digicert.com,A,151.101.2.132
2026-02-11T12:51:37Z,10.20.44.10,ocsp.digicert.com,A,13.107.4.50
2026-02-11T12:53:50Z,10.20.51.9,ocsp.digicert.com,A,10.3.2.5
2026-02-11T12:54:05Z,10.20.44.22,ocsp.digicert.com,A,10.3.2.5
2026-02-11T12:57:27Z,10.20.44.22,scanner.lab.local,A,52.100.2.3
2026-02-11T12:58:34Z,10.20.44.33,ocsp.digicert.com,A,13.107.4.50
2026-02-11T12:59:19Z,10.20.44.10,assets.nstarbio.example,A,151.101.2.132
time,src_ip,query,type,answer
