UtcTime,Computer,User,EventID,Image,CommandLine,ParentImage,DestinationIp,DestinationPort,Hashes
2026-01-18 05:30:27.155,WIN-ACCT-WS22,svc_backup,1,chrome.exe,"chrome.exe",systemd,,,SHA256=00145e448f7e112800145e448f7e112800145e448f7e112800145e448f7e1128
2026-01-18 05:39:36.021,LINUX-ESXI-MGMT,svc-export,1,python3,"python3",explorer.exe,,,SHA256=000623177e91cecb000623177e91cecb000623177e91cecb000623177e91cecb
2026-01-18 05:43:53.050,K8S-PROD-01,iam.automation,1,git,"git",launchd,,,SHA256=000c47e9435937e5000c47e9435937e5000c47e9435937e5000c47e9435937e5
2026-01-18 05:51:49.588,WIN-FS02,r.singh,1,git,"git",launchd,,,SHA256=0010e81aabe6bbc00010e81aabe6bbc00010e81aabe6bbc00010e81aabe6bbc0
2026-01-18 05:55:11.407,WIN-FS02,svc-build,1,powershell.exe,"powershell.exe",launchd,,,SHA256=00150ce0d760c97a00150ce0d760c97a00150ce0d760c97a00150ce0d760c97a
2026-01-18 06:01:16.366,LINUX-BUILD-01,svc-export,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=0002c4c76d78029d0002c4c76d78029d0002c4c76d78029d0002c4c76d78029d
2026-01-18 06:06:21.304,WIN-ACCT-WS22,svc-export,1,sshd,"sshd",explorer.exe,,,SHA256=0006651a6ea2ee740006651a6ea2ee740006651a6ea2ee740006651a6ea2ee74
2026-01-18 06:15:52.145,WIN-FS02,r.singh,1,git,"git",launchd,,,SHA256=0015f815fa9d72210015f815fa9d72210015f815fa9d72210015f815fa9d7221
2026-01-18 06:24:27.813,WIN-ACCT-WS22,r.singh,1,powershell.exe,"powershell.exe",systemd,,,SHA256=000977e811ddb2e1000977e811ddb2e1000977e811ddb2e1000977e811ddb2e1
2026-01-18 06:29:03.796,K8S-PROD-01,a.cho,1,git,"git",launchd,,,SHA256=001120add62acf0c001120add62acf0c001120add62acf0c001120add62acf0c
2026-01-18 06:32:42.625,WIN-ACCT-WS22,r.singh,1,powershell.exe,"powershell.exe",launchd,,,SHA256=00105a0f511157a500105a0f511157a500105a0f511157a500105a0f511157a5
2026-01-18 06:43:42.629,WIN-FS02,r.singh,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=001cbed7af43779f001cbed7af43779f001cbed7af43779f001cbed7af43779f
2026-01-18 06:52:58.212,WIN-ACCT-WS22,svc-export,1,node,"node",launchd,,,SHA256=00192b0ae8158f1b00192b0ae8158f1b00192b0ae8158f1b00192b0ae8158f1b
2026-01-18 06:59:48.452,WIN-ACCT-WS22,iam.automation,1,powershell.exe,"powershell.exe",launchd,,,SHA256=000b6d1faefa8854000b6d1faefa8854000b6d1faefa8854000b6d1faefa8854
2026-01-18 07:06:38.776,WIN-FS02,r.singh,1,powershell.exe,"powershell.exe",systemd,,,SHA256=00200bce1e6aa0ee00200bce1e6aa0ee00200bce1e6aa0ee00200bce1e6aa0ee
2026-01-18 07:09:24.150,WIN-FS02,svc-export,1,powershell.exe,"powershell.exe",explorer.exe,,,SHA256=0002c44de1cd9de00002c44de1cd9de00002c44de1cd9de00002c44de1cd9de0
2026-01-18 07:18:51.834,LINUX-BUILD-01,svc_backup,1,outlook.exe,"outlook.exe",explorer.exe,,,SHA256=000f508f93f9b139000f508f93f9b139000f508f93f9b139000f508f93f9b139
2026-01-18 07:22:36.192,WIN-FS02,svc-build,1,python3,"python3",cmd.exe,,,SHA256=0012322801919069001232280191906900123228019190690012322801919069
2026-01-18 07:29:54.953,LINUX-ESXI-MGMT,svc-build,1,powershell.exe,"powershell.exe",systemd,,,SHA256=000630ddc867a6db000630ddc867a6db000630ddc867a6db000630ddc867a6db
2026-01-18 07:34:42.144,K8S-PROD-01,svc-build,1,slack.exe,"slack.exe",cmd.exe,,,SHA256=000d27be49b3c402000d27be49b3c402000d27be49b3c402000d27be49b3c402
2026-01-18 07:43:12.734,WIN-ITADMIN-03,svc_backup,1,node,"node",explorer.exe,,,SHA256=00175c7658c56d1f00175c7658c56d1f00175c7658c56d1f00175c7658c56d1f
2026-01-18 07:50:01.848,LINUX-BUILD-01,j.duran,1,outlook.exe,"outlook.exe",launchd,,,SHA256=000e35208d5bea6e000e35208d5bea6e000e35208d5bea6e000e35208d5bea6e
2026-01-18 07:59:49.798,LINUX-BUILD-01,iam.automation,1,chrome.exe,"chrome.exe",systemd,,,SHA256=000d028de8e28c8a000d028de8e28c8a000d028de8e28c8a000d028de8e28c8a
2026-01-18 08:05:14.586,K8S-PROD-01,svc-export,1,node,"node",cmd.exe,,,SHA256=002028d3465c5214002028d3465c5214002028d3465c5214002028d3465c5214
2026-01-18 08:09:06.137,WIN-ITADMIN-03,svc-build,1,slack.exe,"slack.exe",systemd,,,SHA256=000fc8d828f95705000fc8d828f95705000fc8d828f95705000fc8d828f95705
2026-01-18 08:15:20.145,WIN-ACCT-WS22,j.duran,1,outlook.exe,"outlook.exe",launchd,,,SHA256=0012a824cb611e400012a824cb611e400012a824cb611e400012a824cb611e40
2026-01-18 08:21:31.822,WIN-ITADMIN-03,iam.automation,1,powershell.exe,"powershell.exe",launchd,,,SHA256=0009788669c6232e0009788669c6232e0009788669c6232e0009788669c6232e
2026-01-18 08:27:47.355,WIN-ACCT-WS22,j.duran,1,sshd,"sshd",cmd.exe,,,SHA256=001e0268287c049a001e0268287c049a001e0268287c049a001e0268287c049a
2026-01-18 08:33:38.688,LINUX-BUILD-01,svc-export,1,chrome.exe,"chrome.exe",systemd,,,SHA256=0015e77dc52b52fb0015e77dc52b52fb0015e77dc52b52fb0015e77dc52b52fb
2026-01-18 08:41:49.264,WIN-FS02,j.duran,1,slack.exe,"slack.exe",cmd.exe,,,SHA256=0018d0f486456bea0018d0f486456bea0018d0f486456bea0018d0f486456bea
2026-01-18 08:49:17.233,WIN-ACCT-WS22,svc_backup,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=00102e66f515218f00102e66f515218f00102e66f515218f00102e66f515218f
2026-01-18 08:51:49.758,LINUX-BUILD-01,iam.automation,1,chrome.exe,"chrome.exe",launchd,,,SHA256=0009d19c5ee0080c0009d19c5ee0080c0009d19c5ee0080c0009d19c5ee0080c
2026-01-18 09:02:07.605,WIN-ACCT-WS22,r.singh,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=00125988579b745f00125988579b745f00125988579b745f00125988579b745f
2026-01-18 09:09:42.070,K8S-PROD-01,a.cho,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=000dd7e714b94f30000dd7e714b94f30000dd7e714b94f30000dd7e714b94f30
2026-01-18 09:16:04.165,LINUX-ESXI-MGMT,iam.automation,1,git,"git",launchd,,,SHA256=0007688571f52b850007688571f52b850007688571f52b850007688571f52b85
2026-01-18 09:22:45.206,WIN-ITADMIN-03,j.duran,1,python3,"python3",systemd,,,SHA256=0012101ff66364560012101ff66364560012101ff66364560012101ff6636456
2026-01-18 09:32:33.741,K8S-PROD-01,svc-build,1,git,"git",systemd,,,SHA256=0014077b395aad660014077b395aad660014077b395aad660014077b395aad66
2026-01-18 09:36:39.994,WIN-ACCT-WS22,a.cho,1,chrome.exe,"chrome.exe",launchd,,,SHA256=000f37fcc6965307000f37fcc6965307000f37fcc6965307000f37fcc6965307
2026-01-18 09:42:38.322,WIN-ACCT-WS22,a.cho,1,outlook.exe,"outlook.exe",launchd,,,SHA256=0007990dab4ba9820007990dab4ba9820007990dab4ba9820007990dab4ba982
2026-01-18 09:49:52.048,WIN-ITADMIN-03,a.cho,1,slack.exe,"slack.exe",cmd.exe,,,SHA256=00180ce21dccb85700180ce21dccb85700180ce21dccb85700180ce21dccb857
2026-01-18 09:57:53.552,WIN-FS02,svc-build,1,sshd,"sshd",launchd,,,SHA256=0016542e83794e9b0016542e83794e9b0016542e83794e9b0016542e83794e9b
2026-01-18 10:05:24.572,WIN-FS02,iam.automation,1,git,"git",systemd,,,SHA256=0000a65fe62335190000a65fe62335190000a65fe62335190000a65fe6233519
2026-01-18 10:11:25.022,WIN-ACCT-WS22,svc-export,1,slack.exe,"slack.exe",systemd,,,SHA256=0003991752a170070003991752a170070003991752a170070003991752a17007
2026-01-18 10:18:29.570,WIN-ACCT-WS22,svc-export,1,sshd,"sshd",explorer.exe,,,SHA256=0017a89a0b1e45630017a89a0b1e45630017a89a0b1e45630017a89a0b1e4563
2026-01-18 10:28:04.973,LINUX-BUILD-01,svc-build,1,slack.exe,"slack.exe",launchd,,,SHA256=0007b4590ac356580007b4590ac356580007b4590ac356580007b4590ac35658
2026-01-18 10:33:21.637,WIN-ACCT-WS22,svc-export,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=00023dc01aca594400023dc01aca594400023dc01aca594400023dc01aca5944
2026-01-18 10:43:22.651,WIN-ACCT-WS22,iam.automation,1,chrome.exe,"chrome.exe",cmd.exe,,,SHA256=001bdb2abcd7372d001bdb2abcd7372d001bdb2abcd7372d001bdb2abcd7372d
2026-01-18 10:49:24.132,WIN-ITADMIN-03,svc-export,1,node,"node",systemd,,,SHA256=000c10b1e4ce4ac3000c10b1e4ce4ac3000c10b1e4ce4ac3000c10b1e4ce4ac3
2026-01-18 10:53:22.194,WIN-FS02,j.duran,1,slack.exe,"slack.exe",cmd.exe,,,SHA256=0010aab1c60a90510010aab1c60a90510010aab1c60a90510010aab1c60a9051
2026-01-18 11:02:53.171,LINUX-BUILD-01,svc-build,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=001c9a2af0368d1a001c9a2af0368d1a001c9a2af0368d1a001c9a2af0368d1a
2026-01-18 11:11:12.519,WIN-ACCT-WS22,svc-build,1,node,"node",systemd,,,SHA256=0015cac98b5fe21c0015cac98b5fe21c0015cac98b5fe21c0015cac98b5fe21c
2026-01-18 11:19:50.481,LINUX-BUILD-01,svc-build,1,outlook.exe,"outlook.exe",systemd,,,SHA256=00031b4fddacb13200031b4fddacb13200031b4fddacb13200031b4fddacb132
2026-01-18 11:25:54.351,LINUX-ESXI-MGMT,iam.automation,1,chrome.exe,"chrome.exe",cmd.exe,,,SHA256=0022780790b785080022780790b785080022780790b785080022780790b78508
2026-01-18 11:29:11.813,WIN-ITADMIN-03,a.cho,1,python3,"python3",explorer.exe,,,SHA256=001b9602901d1b61001b9602901d1b61001b9602901d1b61001b9602901d1b61
2026-01-18 11:38:00.124,WIN-ACCT-WS22,a.cho,1,node,"node",explorer.exe,,,SHA256=000c412fce4f9694000c412fce4f9694000c412fce4f9694000c412fce4f9694
2026-01-18 11:41:23.203,LINUX-BUILD-01,svc_backup,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=00183698a3f4066100183698a3f4066100183698a3f4066100183698a3f40661
2026-01-18 11:51:03.117,LINUX-BUILD-01,svc_backup,1,sshd,"sshd",systemd,,,SHA256=000d3dd5376a3958000d3dd5376a3958000d3dd5376a3958000d3dd5376a3958
2026-01-18 12:02:13.019,LINUX-ESXI-MGMT,svc-build,1,python3,"python3",cmd.exe,,,SHA256=00023ce9fdf82f9100023ce9fdf82f9100023ce9fdf82f9100023ce9fdf82f91
2026-01-18 12:09:42.828,WIN-ITADMIN-03,iam.automation,1,outlook.exe,"outlook.exe",systemd,,,SHA256=0020a026a32fa4680020a026a32fa4680020a026a32fa4680020a026a32fa468
2026-01-18 12:12:53.345,WIN-ITADMIN-03,svc_backup,1,git,"git",cmd.exe,,,SHA256=000fdd464403c872000fdd464403c872000fdd464403c872000fdd464403c872
2026-01-18 12:19:34.198,LINUX-BUILD-01,j.duran,1,slack.exe,"slack.exe",systemd,,,SHA256=001d9351ceaabdee001d9351ceaabdee001d9351ceaabdee001d9351ceaabdee
2026-01-18 12:25:39.884,WIN-ACCT-WS22,iam.automation,1,python3,"python3",explorer.exe,,,SHA256=001f4405c66a895b001f4405c66a895b001f4405c66a895b001f4405c66a895b
2026-01-18 12:32:38.927,LINUX-BUILD-01,iam.automation,1,git,"git",cmd.exe,,,SHA256=0001bc96ef1d3d000001bc96ef1d3d000001bc96ef1d3d000001bc96ef1d3d00
2026-01-18 12:35:45.184,WIN-ACCT-WS22,iam.automation,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=001a5cfe4c0f017e001a5cfe4c0f017e001a5cfe4c0f017e001a5cfe4c0f017e
2026-01-18 12:44:57.744,LINUX-ESXI-MGMT,r.singh,1,powershell.exe,"powershell.exe",cmd.exe,,,SHA256=00091dd657998ec800091dd657998ec800091dd657998ec800091dd657998ec8
2026-01-18 12:48:35.616,WIN-FS02,j.duran,1,node,"node",cmd.exe,,,SHA256=001064d4f387801f001064d4f387801f001064d4f387801f001064d4f387801f
2026-01-18 12:59:13.140,WIN-ITADMIN-03,svc-export,1,python3,"python3",launchd,,,SHA256=0016732be0fffad60016732be0fffad60016732be0fffad60016732be0fffad6
2026-01-18 13:07:48.159,WIN-FS02,j.duran,1,sshd,"sshd",explorer.exe,,,SHA256=001aea68e56c3311001aea68e56c3311001aea68e56c3311001aea68e56c3311
2026-01-18 13:19:12.657,LINUX-BUILD-01,j.duran,1,powershell.exe,"powershell.exe",explorer.exe,,,SHA256=000cef1cebbbc2be000cef1cebbbc2be000cef1cebbbc2be000cef1cebbbc2be
2026-01-18 13:29:38.670,WIN-FS02,a.cho,1,git,"git",cmd.exe,,,SHA256=0009415cc01756720009415cc01756720009415cc01756720009415cc0175672
2026-01-18 13:40:13.497,LINUX-BUILD-01,iam.automation,1,git,"git",cmd.exe,,,SHA256=0022169c233a38f80022169c233a38f80022169c233a38f80022169c233a38f8
2026-01-18 13:47:58.952,WIN-ITADMIN-03,r.singh,1,sshd,"sshd",launchd,,,SHA256=001607072ed991aa001607072ed991aa001607072ed991aa001607072ed991aa
2026-01-18 13:56:09.807,K8S-PROD-01,iam.automation,1,chrome.exe,"chrome.exe",cmd.exe,,,SHA256=0013d8f057450af70013d8f057450af70013d8f057450af70013d8f057450af7
2026-01-18 14:03:15.532,WIN-FS02,svc-export,1,python3,"python3",cmd.exe,,,SHA256=00107a4b8178dda000107a4b8178dda000107a4b8178dda000107a4b8178dda0
2026-01-18 14:08:54.632,K8S-PROD-01,iam.automation,1,python3,"python3",cmd.exe,,,SHA256=001aa3cc94753a8a001aa3cc94753a8a001aa3cc94753a8a001aa3cc94753a8a
2026-01-18 14:14:08.730,LINUX-ESXI-MGMT,svc-build,1,node,"node",systemd,,,SHA256=001ce56b9aa9903e001ce56b9aa9903e001ce56b9aa9903e001ce56b9aa9903e
2026-01-18 14:21:49.160,WIN-FS02,r.singh,1,chrome.exe,"chrome.exe",systemd,,,SHA256=0015d6142c3682710015d6142c3682710015d6142c3682710015d6142c368271
2026-01-18 14:32:06.168,LINUX-BUILD-01,svc-export,1,sshd,"sshd",cmd.exe,,,SHA256=001d08f5f2f56926001d08f5f2f56926001d08f5f2f56926001d08f5f2f56926
2026-01-18 14:36:02.492,K8S-PROD-01,a.cho,1,python3,"python3",cmd.exe,,,SHA256=002322f6ecf32242002322f6ecf32242002322f6ecf32242002322f6ecf32242
2026-01-18 14:45:10.549,LINUX-BUILD-01,svc-build,1,chrome.exe,"chrome.exe",explorer.exe,,,SHA256=002060aba01abbb4002060aba01abbb4002060aba01abbb4002060aba01abbb4
2026-01-18 14:55:45.810,WIN-ACCT-WS22,svc_backup,1,chrome.exe,"chrome.exe",explorer.exe,,,SHA256=0006350811464d7c0006350811464d7c0006350811464d7c0006350811464d7c
2026-01-18 15:02:57.124,WIN-ACCT-WS22,j.duran,1,python3,"python3",explorer.exe,,,SHA256=001b2c8dd4401235001b2c8dd4401235001b2c8dd4401235001b2c8dd4401235
2026-01-18 15:13:15.439,WIN-FS02,a.cho,1,powershell.exe,"powershell.exe",cmd.exe,,,SHA256=0014caab9fa9b9eb0014caab9fa9b9eb0014caab9fa9b9eb0014caab9fa9b9eb
2026-01-18 15:20:41.900,LINUX-ESXI-MGMT,r.singh,1,git,"git",systemd,,,SHA256=00161be20f1de66800161be20f1de66800161be20f1de66800161be20f1de668
2026-01-18 15:30:59.908,K8S-PROD-01,svc-export,1,sshd,"sshd",systemd,,,SHA256=000227627b55093e000227627b55093e000227627b55093e000227627b55093e
2026-01-18 15:36:17.278,K8S-PROD-01,svc_backup,1,powershell.exe,"powershell.exe",launchd,,,SHA256=001ff876baa24b34001ff876baa24b34001ff876baa24b34001ff876baa24b34
2026-01-18 15:43:56.766,K8S-PROD-01,svc-build,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=001db119c47109e5001db119c47109e5001db119c47109e5001db119c47109e5
2026-01-18 15:49:37.418,LINUX-ESXI-MGMT,svc-export,1,slack.exe,"slack.exe",launchd,,,SHA256=000534eab747a3aa000534eab747a3aa000534eab747a3aa000534eab747a3aa
2026-01-18 15:54:25.509,WIN-ITADMIN-03,svc-build,1,sshd,"sshd",launchd,,,SHA256=000e1306a2ac0b2f000e1306a2ac0b2f000e1306a2ac0b2f000e1306a2ac0b2f
2026-01-18 16:02:51.257,WIN-ACCT-WS22,svc-export,1,python3,"python3",launchd,,,SHA256=0019e0fce610c33d0019e0fce610c33d0019e0fce610c33d0019e0fce610c33d
2026-01-18 16:06:53.618,WIN-ACCT-WS22,svc-export,1,chrome.exe,"chrome.exe",launchd,,,SHA256=001915839f74c0a2001915839f74c0a2001915839f74c0a2001915839f74c0a2
2026-01-18 16:15:46.753,K8S-PROD-01,iam.automation,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=001e1149d1ae133f001e1149d1ae133f001e1149d1ae133f001e1149d1ae133f
2026-01-18 16:27:13.321,LINUX-BUILD-01,svc-export,1,node,"node",cmd.exe,,,SHA256=001347f1e2c9709c001347f1e2c9709c001347f1e2c9709c001347f1e2c9709c
2026-01-18 16:36:25.507,WIN-ACCT-WS22,iam.automation,1,powershell.exe,"powershell.exe",cmd.exe,,,SHA256=001a7e019830999d001a7e019830999d001a7e019830999d001a7e019830999d
2026-01-18 16:46:57.322,WIN-FS02,svc_backup,1,powershell.exe,"powershell.exe",cmd.exe,,,SHA256=0020beeba17a6a2a0020beeba17a6a2a0020beeba17a6a2a0020beeba17a6a2a
2026-01-18 16:57:52.594,K8S-PROD-01,j.duran,1,git,"git",explorer.exe,,,SHA256=00081b908f2cfcdd00081b908f2cfcdd00081b908f2cfcdd00081b908f2cfcdd
2026-01-18 17:01:22.363,K8S-PROD-01,r.singh,1,powershell.exe,"powershell.exe",systemd,,,SHA256=001e1aa084b9fe25001e1aa084b9fe25001e1aa084b9fe25001e1aa084b9fe25
2026-01-18 17:08:02.017,LINUX-BUILD-01,a.cho,1,outlook.exe,"outlook.exe",launchd,,,SHA256=001d4c096f44e156001d4c096f44e156001d4c096f44e156001d4c096f44e156
2026-01-18 17:12:00.118,WIN-FS02,a.cho,1,node,"node",systemd,,,SHA256=001f00d2e4ec7795001f00d2e4ec7795001f00d2e4ec7795001f00d2e4ec7795
2026-01-18 17:21:03.844,WIN-FS02,svc_backup,1,sshd,"sshd",launchd,,,SHA256=0008753d16633bb00008753d16633bb00008753d16633bb00008753d16633bb0
